playbook_id;step_id;vendor;playbook_name;playbook_description;step_names;step_types;step_description;actuator;action;artifact;automation
p1006;s13511;ThreatConnect;WhatCMS: Detect CMS of Website;Use the whatcms.org API to determine the content management system running on a particular website from a host, URL, or address indicator.;parses JSON Response;;JsonPath parses JSON Response;JsonPath;parse;JSON response;1
p1006;s13512;ThreatConnect;WhatCMS: Detect CMS of Website;Use the whatcms.org API to determine the content management system running on a particular website from a host, URL, or address indicator.;checks if Found;;Platform checks if Found;Platform;check;status;1
p1006;s13513;ThreatConnect;WhatCMS: Detect CMS of Website;Use the whatcms.org API to determine the content management system running on a particular website from a host, URL, or address indicator.;joins Arrays;;JoinArray joins Arrays;JoinArray;join;arrays;1
p1006;s13514;ThreatConnect;WhatCMS: Detect CMS of Website;Use the whatcms.org API to determine the content management system running on a particular website from a host, URL, or address indicator.;creates CMS Name Tag;;TagCreate creates CMS Name Tag;TagCreate;create;cms name tag;1
p1006;s13515;ThreatConnect;WhatCMS: Detect CMS of Website;Use the whatcms.org API to determine the content management system running on a particular website from a host, URL, or address indicator.;sets Message;;SetVariable sets Message;SetVariable;set;message;1
p1006;s13517;ThreatConnect;WhatCMS: Detect CMS of Website;Use the whatcms.org API to determine the content management system running on a particular website from a host, URL, or address indicator.;creates CMS Info Attribute;;Platform creates CMS Info Attribute;Platform;create;cms info attribute;1
p1007;s13518;ThreatConnect;Bit.ly Long URL Creator;Upon creation of a bit.ly URL indicator in ThreatConnect, this Playbook uses the Bit.ly API to fetch the original URL and adds it as an attribute value to the indicator.;bit.lys API;;Platform bit.lys API;Platform;get;API;1
p1007;s13519;ThreatConnect;Bit.ly Long URL Creator;Upon creation of a bit.ly URL indicator in ThreatConnect, this Playbook uses the Bit.ly API to fetch the original URL and adds it as an attribute value to the indicator.;gets Long URL;;Platform gets Long URL;Platform;get;url;1
p1007;s13520;ThreatConnect;Bit.ly Long URL Creator;Upon creation of a bit.ly URL indicator in ThreatConnect, this Playbook uses the Bit.ly API to fetch the original URL and adds it as an attribute value to the indicator.;omits Quotes;;RegexExtract omits Quotes;RegexExtract;omit;quotes;1
p1007;s13521;ThreatConnect;Bit.ly Long URL Creator;Upon creation of a bit.ly URL indicator in ThreatConnect, this Playbook uses the Bit.ly API to fetch the original URL and adds it as an attribute value to the indicator.;adds ThreatConnect Attribute 1;;AddAttribute adds ThreatConnect Attribute 1;AddAttribute;add;threatconnect attribute;1
p1008;s13523;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;gets VT Query;;HTTP Client gets VT Query;Virus Total;get;query;1
p1008;s13524;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;sets Query and Tag Term;;SetVariable sets Query and Tag Term;SetVariable;break;loop;1
p1008;s13526;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;creates Cursor Cache;;Platform creates Cursor Cache;Platform;create;cursor cache;1
p1008;s13527;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;iterators Array;;FillArray iterators Array;FillArray;iterate;array;1
p1008;s13528;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;iterators;;Platform iterators;Platform;iterate;data;1
p1008;s13529;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;caches Lookup;;Platform caches Lookup;Platform;lookup;cache;1
p1008;s13530;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;startings Value;;Platform startings Value;Platform;set;starting value;1
p1008;s13531;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;nos further work, break iteration;;Platform nos further work, break iteration;Platform;break;workflow;1
p1008;s13532;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;gets VT Query with Cursor;;HTTP Client gets VT Query with Cursor;Virus Total;get;query;1
p1008;s13533;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;merges HTTP Content;;Platform merges HTTP Content;Platform;merge;http content;1
p1008;s13534;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;cursors Check;;Platform cursors Check;Platform;check;cursor;1
p1008;s13535;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;stores New Cursor;;Platform stores New Cursor;Platform;store;cursor;1
p1008;s13536;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;nos More Results;;SetVariable nos More Results;SetVariable;set;results;1
p1008;s13537;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;erases Cursor Cache;;Platform erases Cursor Cache;Platform;erase;cursor cache;1
p1008;s13538;ThreatConnect;VirusTotal - Search Terms;This playbook utilizes a search term for VirusTotals premium API /search endpoint. Once that data is returned, the file hashes are stored in ThreatConnect. The query is set in the 'Set Query and Tag Term' step. Both of those will also be applied as tags for easy management and data filtering.;finisheds;;Platform finisheds;Platform;finish;workflow;1
p1009;s13540;ThreatConnect;Escalation Email;Sends an email to a specified account with some case details.;sends Escalation Email;;SendEmail sends Escalation Email;SendEmail;send;escalation email;1
p1010;s13542;XSOAR;Account Enrichment - Generic v2.1;Enrich accounts using one or more integrations. Supported integrations: - Active Directory;iss there an account to enrich?;condition;Platform iss there an account to enrich?;Platform;check;account;1
p1010;s13544;XSOAR;Account Enrichment - Generic v2.1;Enrich accounts using one or more integrations. Supported integrations: - Active Directory;iss Active Directory Query v2 enabled?;condition;Platform iss Active Directory Query v2 enabled?;Platform;check;AD query;1
p1010;s13545;XSOAR;Account Enrichment - Generic v2.1;Enrich accounts using one or more integrations. Supported integrations: - Active Directory;gets account info from Active Directory;regular;Platform gets account info from Active Directory;Platform;get;account info;1
p1011;s13547;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;iss Active Directory enabled?;condition;Platform iss Active Directory enabled?;Platform;check;active directory;1
p1011;s13548;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;bys which attribute should the user be searched?;condition;Active Directory Query v2 bys which attribute should the user be searched?;Active Directory Query v2;check;user attributes;1
p1011;s13549;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;gets user details by username;regular;Active Directory Query v2 gets user details by username;Active Directory Query v2;get;user details;1
p1011;s13550;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;gets user details by email;regular;Active Directory Query v2 gets user details by email;Active Directory Query v2;get;user details;1
p1011;s13551;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;wass a manager found?;condition;Platform wass a manager found?;Platform;check;manager;1
p1011;s13552;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;gets manager details by user email or username;regular;Active Directory Query v2 gets manager details by user email or username;Active Directory Query v2;get;manager details;1
p1011;s13553;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;sets manager email to outputs;regular;Platform sets manager email to outputs;Platform;set;manager email;1
p1011;s13555;XSOAR;Active Directory - Get User Manager Details;Takes an email address or a username of a user account in Active Directory, and returns the email address of the user's manager.;cannots Retrieve Manager Email;title;Platform cannots Retrieve Manager Email;Platform;show;email status;1
